"id","age","sex","race","hispanic","region","educ","paeduc","maeduc","relig","happy","income","polviews","partyid","grass","commute","wrkstat","wrkslf","wrkgovt","marital","confinan","conclerg","coneduc","conpress","conjudge","consci","conlegis","conarmy","joblose","jobfind","satjob"
216,"77","MALE","WHITE","NOT HISPANIC","PACIFIC","12","8","8","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","MODERATE","IND,NEAR DEM","NOT LEGAL",NA,"RETIRED","SOMEONE ELSE","PRIVATE","MARRIED","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL",NA,NA,NA
217,"61","FEMALE","WHITE","NOT HISPANIC","PACIFIC","16",NA,"12","CATHOLIC","PRETTY HAPPY","$25000 OR MORE","MODERATE","NOT STR DEMOCRAT","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","GOVERNMENT","NEVER MARRIED","HARDLY ANY","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","NOT TOO LIKELY","NOT EASY","A LITTLE DISSAT"
218,"45","FEMALE","WHITE","LATINO/A","PACIFIC","12","6","6","CATHOLIC","PRETTY HAPPY","$25000 OR MORE","MODERATE","STRONG DEMOCRAT",NA,NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT LIKELY","NOT EASY",NA
219,"47","MALE","WHITE","NOT HISPANIC","PACIFIC","13","16","16","PROTESTANT","VERY HAPPY","$25000 OR MORE","LIBERAL","STRONG REPUBLICAN",NA,NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","DIVORCED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT LIKELY","VERY EASY","VERY SATISFIED"
220,"41","MALE","WHITE","MEXICAN, MEXICAN AMERICAN, CHICANO/A","PACIFIC","16","12","7","CATHOLIC","VERY HAPPY","REFUSED","LIBERAL","IND,NEAR DEM","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","GOVERNMENT","MARRIED","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","A GREAT DEAL","A GREAT DEAL","HARDLY ANY","A GREAT DEAL",NA,NA,"MOD. SATISFIED"
221,"19","FEMALE","BLACK","HISPANIC","PACIFIC","12","12","13","PROTESTANT","PRETTY HAPPY","DK",NA,"STRONG REPUBLICAN","NOT LEGAL",NA,"SCHOOL","DK","PRIVATE","NEVER MARRIED","ONLY SOME","A GREAT DEAL","ONLY SOME",NA,"ONLY SOME","DK","HARDLY ANY","ONLY SOME",NA,NA,NA
222,"50","MALE","OTHER","MEXICAN, MEXICAN AMERICAN, CHICANO/A","PACIFIC","6","6","6","CATHOLIC","VERY HAPPY","$25000 OR MORE","EXTRMLY CONSERVATIVE","INDEPENDENT","NOT LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","MARRIED","HARDLY ANY",NA,"ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME","ONLY SOME","A GREAT DEAL",NA,NA,"A LITTLE DISSAT"
223,"25","MALE","OTHER","NOT HISPANIC","PACIFIC","17","12","12","NONE","PRETTY HAPPY","$25000 OR MORE","LIBERAL","IND,NEAR DEM","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED","HARDLY ANY","ONLY SOME","ONLY SOME","HARDLY ANY","A GREAT DEAL","A GREAT DEAL","HARDLY ANY","A GREAT DEAL",NA,NA,"MOD. SATISFIED"
224,"45","MALE","WHITE","NOT HISPANIC","PACIFIC","18","DK","14","NONE","VERY HAPPY","REFUSED","SLGHTLY CONSERVATIVE","NOT STR REPUBLICAN","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","MARRIED","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME","A GREAT DEAL","A GREAT DEAL","ONLY SOME","A GREAT DEAL",NA,NA,"VERY SATISFIED"
225,"21","MALE","WHITE","MEXICAN, MEXICAN AMERICAN, CHICANO/A","PACIFIC","14","6","6","OTHER","PRETTY HAPPY","$25000 OR MORE","EXTRMLY CONSERVATIVE","IND,NEAR DEM","NOT LEGAL",NA,"WORKING PARTTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED","ONLY SOME","HARDLY ANY","A GREAT DEAL","HARDLY ANY","ONLY SOME","ONLY SOME","HARDLY ANY","HARDLY ANY","VERY LIKELY","VERY EASY","MOD. SATISFIED"
226,"48","FEMALE","OTHER","NOT HISPANIC","PACIFIC","12","12","12","CATHOLIC","VERY HAPPY","$25000 OR MORE","MODERATE","NOT STR REPUBLICAN",NA,NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT LIKELY","SOMEWHAT EASY","MOD. SATISFIED"
227,"25","MALE","OTHER","NOT HISPANIC","PACIFIC","17","20","12","HINDUISM","PRETTY HAPPY","$25000 OR MORE","SLIGHTLY LIBERAL","STRONG DEMOCRAT","NOT LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED","HARDLY ANY","HARDLY ANY","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","HARDLY ANY","A GREAT DEAL",NA,NA,"VERY SATISFIED"
228,"31","MALE","WHITE","MEXICAN, MEXICAN AMERICAN, CHICANO/A","PACIFIC","16",NA,"12","NONE","VERY HAPPY","$25000 OR MORE","MODERATE","INDEPENDENT","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED","HARDLY ANY","ONLY SOME","ONLY SOME","HARDLY ANY","HARDLY ANY","ONLY SOME","HARDLY ANY","A GREAT DEAL","NOT LIKELY","VERY EASY","VERY SATISFIED"
229,"33","FEMALE","WHITE","MEXICAN, MEXICAN AMERICAN, CHICANO/A","PACIFIC","18","12","12","CATHOLIC","PRETTY HAPPY","$25000 OR MORE","MODERATE","IND,NEAR DEM","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL",NA,NA,"MOD. SATISFIED"
230,"72","MALE","WHITE","NOT HISPANIC","PACIFIC","16","12","12","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","CONSERVATIVE","NOT STR REPUBLICAN","LEGAL",NA,"RETIRED","SOMEONE ELSE","PRIVATE","MARRIED","ONLY SOME","ONLY SOME","HARDLY ANY","HARDLY ANY","ONLY SOME","A GREAT DEAL","HARDLY ANY","A GREAT DEAL",NA,NA,NA
231,"70","FEMALE","WHITE","NOT HISPANIC","PACIFIC","12",NA,"8","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","CONSERVATIVE","STRONG REPUBLICAN",NA,NA,"RETIRED","SOMEONE ELSE","PRIVATE","WIDOWED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,"66","FEMALE","WHITE","NOT HISPANIC","PACIFIC","16","15","12","CATHOLIC","VERY HAPPY","REFUSED","MODERATE","IND,NEAR REP","NOT LEGAL",NA,"RETIRED","SOMEONE ELSE","PRIVATE","MARRIED","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME","HARDLY ANY","ONLY SOME",NA,NA,NA
233,"57","FEMALE","OTHER","NOT HISPANIC","PACIFIC","18",NA,"7","PROTESTANT","VERY HAPPY","REFUSED","CONSERVATIVE","STRONG REPUBLICAN","NOT LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","MARRIED","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME","A GREAT DEAL","ONLY SOME","ONLY SOME","NOT LIKELY","NOT EASY","VERY SATISFIED"
234,"81","MALE","WHITE","NOT HISPANIC","PACIFIC","19","14","12","CATHOLIC","PRETTY HAPPY","$25000 OR MORE","SLGHTLY CONSERVATIVE","NOT STR REPUBLICAN","DK",NA,"RETIRED","SOMEONE ELSE","PRIVATE","MARRIED","ONLY SOME","HARDLY ANY","ONLY SOME","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","HARDLY ANY","A GREAT DEAL",NA,NA,NA
235,"23","MALE","WHITE","NOT HISPANIC","PACIFIC","16","18","16","PROTESTANT","PRETTY HAPPY","REFUSED","SLGHTLY CONSERVATIVE","IND,NEAR REP","LEGAL",NA,"WORKING PARTTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY","A GREAT DEAL","ONLY SOME","ONLY SOME","A GREAT DEAL","NOT LIKELY","VERY EASY","MOD. SATISFIED"
236,"48","FEMALE","WHITE","MEXICAN, MEXICAN AMERICAN, CHICANO/A","PACIFIC","19",NA,"5","NONE","NOT TOO HAPPY","$25000 OR MORE","CONSERVATIVE","NOT STR REPUBLICAN",NA,NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","DIVORCED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT LIKELY","VERY EASY","VERY SATISFIED"
237,"62","FEMALE","WHITE","NOT HISPANIC","PACIFIC","18","12","13","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","CONSERVATIVE","STRONG REPUBLICAN","NOT LEGAL",NA,"WORKING PARTTIME","SOMEONE ELSE","PRIVATE","MARRIED","ONLY SOME","A GREAT DEAL","ONLY SOME","ONLY SOME","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL",NA,NA,"MOD. SATISFIED"
238,"43","MALE","WHITE","NOT HISPANIC","PACIFIC","12","12","10","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","CONSERVATIVE","STRONG REPUBLICAN","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","MARRIED","ONLY SOME","A GREAT DEAL","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME",NA,NA,"A LITTLE DISSAT"
239,"34","FEMALE","WHITE","NOT HISPANIC","PACIFIC","16","12","12","NONE","VERY HAPPY","$25000 OR MORE","LIBERAL","OTHER PARTY",NA,NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT LIKELY","VERY EASY","VERY SATISFIED"
240,"36","MALE","OTHER","MEXICAN, MEXICAN AMERICAN, CHICANO/A","PACIFIC","12","DK","12","CATHOLIC","VERY HAPPY","$25000 OR MORE","SLGHTLY CONSERVATIVE","IND,NEAR DEM","NOT LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","MARRIED","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL","VERY LIKELY","NOT EASY","VERY SATISFIED"
241,"37","MALE","OTHER","MEXICAN, MEXICAN AMERICAN, CHICANO/A","PACIFIC","12","11","12","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","SLGHTLY CONSERVATIVE","NOT STR REPUBLICAN","NOT LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED","HARDLY ANY","HARDLY ANY","HARDLY ANY","HARDLY ANY","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME","NOT LIKELY","NOT EASY","VERY SATISFIED"
242,"32","MALE","WHITE","MEXICAN, MEXICAN AMERICAN, CHICANO/A","PACIFIC","14","12","12","CATHOLIC","VERY HAPPY","$25000 OR MORE","SLIGHTLY LIBERAL","NOT STR DEMOCRAT",NA,NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT LIKELY","VERY EASY","VERY SATISFIED"
243,"53","FEMALE","OTHER","MEXICAN, MEXICAN AMERICAN, CHICANO/A","PACIFIC","7","6","0","CATHOLIC","VERY HAPPY","$25000 OR MORE","LIBERAL","STRONG DEMOCRAT","NOT LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","SEPARATED","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME","DK","ONLY SOME","A GREAT DEAL","NOT TOO LIKELY","NOT EASY","VERY SATISFIED"
244,"42","MALE","WHITE","NOT HISPANIC","PACIFIC","12",NA,NA,"NONE","VERY HAPPY","$25000 OR MORE","CONSERVATIVE","STRONG REPUBLICAN","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","WIDOWED","HARDLY ANY","HARDLY ANY","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY","HARDLY ANY","A GREAT DEAL","NOT LIKELY","NOT EASY","VERY SATISFIED"
245,"51","MALE","OTHER","SPANISH","PACIFIC","12",NA,"DK","NONE","VERY HAPPY","$25000 OR MORE","MODERATE","STRONG REPUBLICAN",NA,NA,"KEEPING HOUSE","SOMEONE ELSE","PRIVATE","MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,"44","FEMALE","OTHER","NOT HISPANIC","PACIFIC","17","17","12","NONE","PRETTY HAPPY","$25000 OR MORE","LIBERAL","NOT STR DEMOCRAT",NA,NA,"UNEMPL, LAID OFF","SOMEONE ELSE","PRIVATE","MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,"36","FEMALE","WHITE","NOT HISPANIC","PACIFIC","13","12","14","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","MODERATE","OTHER PARTY","DK",NA,"KEEPING HOUSE","SOMEONE ELSE","PRIVATE","MARRIED","A GREAT DEAL","A GREAT DEAL","ONLY SOME","HARDLY ANY","ONLY SOME","A GREAT DEAL","ONLY SOME","A GREAT DEAL",NA,NA,"MOD. SATISFIED"
248,"49","MALE","WHITE","NOT HISPANIC","PACIFIC","15","14","18","NONE","PRETTY HAPPY","$25000 OR MORE","MODERATE","IND,NEAR REP","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","MARRIED","HARDLY ANY","ONLY SOME","ONLY SOME","HARDLY ANY","A GREAT DEAL","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","NOT LIKELY","SOMEWHAT EASY","MOD. SATISFIED"
249,"49","FEMALE","OTHER","MEXICAN, MEXICAN AMERICAN, CHICANO/A","PACIFIC","12",NA,"12","CHRISTIAN","VERY HAPPY","DK",NA,NA,"NOT LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","MARRIED","A GREAT DEAL","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL","NOT TOO LIKELY","NOT EASY","VERY SATISFIED"
250,"35","FEMALE","WHITE","NOT HISPANIC","PACIFIC","16","12","14","PROTESTANT","PRETTY HAPPY","REFUSED","CONSERVATIVE","NOT STR REPUBLICAN","NOT LEGAL",NA,"WORKING FULLTIME","SELF-EMPLOYED","PRIVATE","MARRIED","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY","A GREAT DEAL","A GREAT DEAL","ONLY SOME","A GREAT DEAL",NA,NA,"VERY SATISFIED"
251,"47","MALE","WHITE","NOT HISPANIC","PACIFIC","20",NA,"12","NONE","PRETTY HAPPY","REFUSED","SLGHTLY CONSERVATIVE","IND,NEAR REP","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","MARRIED","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY","A GREAT DEAL","A GREAT DEAL","ONLY SOME","A GREAT DEAL","NOT TOO LIKELY","NOT EASY","MOD. SATISFIED"
252,"29","MALE","BLACK","NOT HISPANIC","PACIFIC","14","14","12","PROTESTANT","PRETTY HAPPY","REFUSED","LIBERAL","IND,NEAR DEM","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME","NOT LIKELY","SOMEWHAT EASY","MOD. SATISFIED"
253,"36","MALE","BLACK","NOT HISPANIC","PACIFIC","18","13","20","NONE","VERY HAPPY","$25000 OR MORE","MODERATE","INDEPENDENT","LEGAL",NA,"WORKING PARTTIME","SELF-EMPLOYED",NA,"NEVER MARRIED","HARDLY ANY","HARDLY ANY","HARDLY ANY","HARDLY ANY","HARDLY ANY","HARDLY ANY","HARDLY ANY","HARDLY ANY",NA,NA,"VERY SATISFIED"
254,"31","MALE","WHITE","SPANISH","PACIFIC","12","12","12","CHRISTIAN","PRETTY HAPPY","$25000 OR MORE","SLGHTLY CONSERVATIVE","STRONG REPUBLICAN","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","MARRIED","HARDLY ANY","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME","A GREAT DEAL","HARDLY ANY","A GREAT DEAL","NOT LIKELY","NOT EASY","MOD. SATISFIED"
255,"19","MALE","BLACK","NOT HISPANIC","PACIFIC","12","12","12","PROTESTANT","NOT TOO HAPPY","DK","MODERATE","IND,NEAR DEM","LEGAL",NA,"SCHOOL",NA,NA,"NEVER MARRIED","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","HARDLY ANY","ONLY SOME","ONLY SOME","A GREAT DEAL","A GREAT DEAL",NA,NA,NA
256,"25","MALE","BLACK","NOT HISPANIC","PACIFIC","12","16","16","PROTESTANT","PRETTY HAPPY","DK","SLIGHTLY LIBERAL","NOT STR DEMOCRAT","NOT LEGAL",NA,"TEMP NOT WORKING","SOMEONE ELSE","PRIVATE","NEVER MARRIED","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL","ONLY SOME","A GREAT DEAL","A GREAT DEAL",NA,NA,NA
257,"30","FEMALE","WHITE","MEXICAN, MEXICAN AMERICAN, CHICANO/A","PACIFIC","16","0","5","CATHOLIC","VERY HAPPY","$25000 OR MORE","MODERATE","IND,NEAR DEM",NA,NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","DIVORCED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT LIKELY","VERY EASY","MOD. SATISFIED"
258,"62","MALE","WHITE","NOT HISPANIC","PACIFIC","13",NA,"14","JEWISH","VERY HAPPY","$25000 OR MORE","SLIGHTLY LIBERAL","NOT STR DEMOCRAT",NA,NA,"RETIRED","SOMEONE ELSE","PRIVATE","MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,"35","FEMALE","WHITE","NOT HISPANIC","PACIFIC","20","18","13","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","CONSERVATIVE","STRONG REPUBLICAN","NOT LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","GOVERNMENT","MARRIED","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL",NA,NA,"MOD. SATISFIED"
260,"41","MALE","OTHER","MEXICAN, MEXICAN AMERICAN, CHICANO/A","PACIFIC","14","4","12","CATHOLIC","VERY HAPPY","REFUSED","MODERATE","IND,NEAR REP",NA,NA,"WORKING FULLTIME","SELF-EMPLOYED","PRIVATE","SEPARATED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT LIKELY","NOT EASY","VERY SATISFIED"
261,"62","FEMALE","WHITE","NOT HISPANIC","PACIFIC","20","18","14","OTHER","PRETTY HAPPY","$25000 OR MORE","EXTREMELY LIBERAL","STRONG DEMOCRAT",NA,NA,"TEMP NOT WORKING","SOMEONE ELSE","GOVERNMENT","SEPARATED",NA,NA,NA,NA,NA,NA,NA,NA,"NOT LIKELY","SOMEWHAT EASY",NA
262,"20","MALE","WHITE","MEXICAN, MEXICAN AMERICAN, CHICANO/A","PACIFIC","13","14","14","CATHOLIC","PRETTY HAPPY","LT $1000","SLGHTLY CONSERVATIVE","NOT STR REPUBLICAN","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED","A GREAT DEAL","ONLY SOME","A GREAT DEAL","ONLY SOME","A GREAT DEAL","A GREAT DEAL","ONLY SOME","A GREAT DEAL",NA,NA,"MOD. SATISFIED"
263,"42","MALE","WHITE","MEXICAN, MEXICAN AMERICAN, CHICANO/A","PACIFIC","12","12","12","CATHOLIC","VERY HAPPY","$25000 OR MORE","MODERATE","NOT STR DEMOCRAT","NOT LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","NEVER MARRIED","A GREAT DEAL","ONLY SOME","A GREAT DEAL","A GREAT DEAL","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL","NOT LIKELY","NOT EASY","VERY SATISFIED"
264,"30","FEMALE","BLACK","NOT HISPANIC","PACIFIC","13","14","16","PROTESTANT","VERY HAPPY","$1000 TO 2999","LIBERAL","NOT STR DEMOCRAT",NA,NA,"UNEMPL, LAID OFF","SOMEONE ELSE","PRIVATE","NEVER MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MOD. SATISFIED"
265,"26","FEMALE","OTHER","Argentinian","PACIFIC","17","14","12","PROTESTANT","PRETTY HAPPY","$20000 - 24999","SLGHTLY CONSERVATIVE","NOT STR REPUBLICAN","NOT LEGAL",NA,"WORKING PARTTIME","SOMEONE ELSE","PRIVATE","SEPARATED","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL","A GREAT DEAL","ONLY SOME","A GREAT DEAL","NOT TOO LIKELY","SOMEWHAT EASY","VERY SATISFIED"
266,"58","FEMALE","WHITE","SOUTH AMERICAN","PACIFIC","16",NA,"3","CATHOLIC","NOT TOO HAPPY","$25000 OR MORE","MODERATE","IND,NEAR REP","LEGAL",NA,"WORKING PARTTIME","SOMEONE ELSE","PRIVATE","DIVORCED","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY","HARDLY ANY","ONLY SOME","HARDLY ANY","A GREAT DEAL","NOT TOO LIKELY","SOMEWHAT EASY","VERY SATISFIED"
267,"47","FEMALE","WHITE","NOT HISPANIC","PACIFIC","12","14","20","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","EXTREMELY LIBERAL","IND,NEAR DEM",NA,NA,"UNEMPL, LAID OFF","SOMEONE ELSE","PRIVATE","NEVER MARRIED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VERY SATISFIED"
268,"61","FEMALE","BLACK","NOT HISPANIC","PACIFIC","13",NA,"12","PROTESTANT","VERY HAPPY","$25000 OR MORE","DK",NA,"LEGAL",NA,"RETIRED","SOMEONE ELSE","GOVERNMENT","DIVORCED","HARDLY ANY","HARDLY ANY","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY","HARDLY ANY","ONLY SOME",NA,NA,NA
269,"44","MALE","WHITE","MEXICAN, MEXICAN AMERICAN, CHICANO/A","PACIFIC","11","9","9","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","MODERATE","INDEPENDENT","NOT LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","MARRIED","HARDLY ANY","A GREAT DEAL","A GREAT DEAL","ONLY SOME","ONLY SOME","A GREAT DEAL","HARDLY ANY","ONLY SOME",NA,NA,"VERY SATISFIED"
270,"75","FEMALE","WHITE","NOT HISPANIC","PACIFIC","18","13","8","JEWISH","VERY HAPPY","$25000 OR MORE","EXTREMELY LIBERAL","STRONG DEMOCRAT","LEGAL",NA,"RETIRED","SOMEONE ELSE","GOVERNMENT","MARRIED","ONLY SOME","ONLY SOME","ONLY SOME","HARDLY ANY","A GREAT DEAL","A GREAT DEAL","HARDLY ANY","HARDLY ANY",NA,NA,NA
271,"44","FEMALE","WHITE","NOT HISPANIC","PACIFIC","18",NA,"14","CATHOLIC","VERY HAPPY","$25000 OR MORE","MODERATE","IND,NEAR REP","DK",NA,"KEEPING HOUSE","SOMEONE ELSE","GOVERNMENT","MARRIED","ONLY SOME","A GREAT DEAL","A GREAT DEAL","HARDLY ANY","ONLY SOME","A GREAT DEAL","ONLY SOME","A GREAT DEAL",NA,NA,"VERY DISSATISFIED"
272,"36","FEMALE","WHITE","MEXICAN, MEXICAN AMERICAN, CHICANO/A","PACIFIC","16","12","14","CATHOLIC","VERY HAPPY","$25000 OR MORE","MODERATE","NOT STR REPUBLICAN","LEGAL",NA,"WORKING PARTTIME","SOMEONE ELSE","PRIVATE","MARRIED","HARDLY ANY","A GREAT DEAL","HARDLY ANY","HARDLY ANY","HARDLY ANY","A GREAT DEAL","HARDLY ANY","ONLY SOME","NOT LIKELY","SOMEWHAT EASY","MOD. SATISFIED"
273,"62","FEMALE","WHITE","NOT HISPANIC","PACIFIC","16","14","12","NONE","PRETTY HAPPY","$25000 OR MORE","SLIGHTLY LIBERAL","IND,NEAR DEM",NA,NA,"RETIRED","SOMEONE ELSE","PRIVATE","DIVORCED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,"37","MALE","WHITE","NOT HISPANIC","PACIFIC","16",NA,"13","PROTESTANT","VERY HAPPY","$25000 OR MORE","SLGHTLY CONSERVATIVE","IND,NEAR REP","DK",NA,"WORKING FULLTIME","SOMEONE ELSE","PRIVATE","MARRIED","ONLY SOME","A GREAT DEAL","A GREAT DEAL","ONLY SOME","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","A GREAT DEAL","NOT TOO LIKELY","SOMEWHAT EASY","VERY SATISFIED"
275,"69","FEMALE","WHITE","NOT HISPANIC","PACIFIC","13","12","12","PROTESTANT","VERY HAPPY","$25000 OR MORE","MODERATE","NOT STR REPUBLICAN",NA,NA,"RETIRED","SOMEONE ELSE","PRIVATE","WIDOWED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,"48","MALE","WHITE","NOT HISPANIC","PACIFIC","15","20","20","PROTESTANT","PRETTY HAPPY","DK","MODERATE","NOT STR DEMOCRAT","LEGAL",NA,"WORKING FULLTIME","SELF-EMPLOYED","PRIVATE","DIVORCED","HARDLY ANY","HARDLY ANY","HARDLY ANY","HARDLY ANY","A GREAT DEAL","ONLY SOME","ONLY SOME","A GREAT DEAL",NA,NA,"VERY SATISFIED"
277,"44","FEMALE","WHITE","NOT HISPANIC","PACIFIC","20","13","14","NONE","PRETTY HAPPY","$25000 OR MORE","EXTREMELY LIBERAL","IND,NEAR DEM","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","GOVERNMENT","MARRIED","ONLY SOME","HARDLY ANY","ONLY SOME","HARDLY ANY","ONLY SOME","A GREAT DEAL","HARDLY ANY","ONLY SOME","NOT LIKELY","SOMEWHAT EASY","VERY SATISFIED"
278,"59","MALE","WHITE","NOT HISPANIC","PACIFIC","16","12","18","PROTESTANT","VERY HAPPY","$25000 OR MORE","EXTRMLY CONSERVATIVE","STRONG REPUBLICAN","NOT LEGAL",NA,"WORKING FULLTIME","SELF-EMPLOYED","PRIVATE","MARRIED","ONLY SOME","A GREAT DEAL","ONLY SOME","HARDLY ANY","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL",NA,NA,"VERY DISSATISFIED"
279,"61","FEMALE","WHITE","NOT HISPANIC","PACIFIC","14","14","8","PROTESTANT","PRETTY HAPPY","$25000 OR MORE","SLIGHTLY LIBERAL","INDEPENDENT","LEGAL",NA,"WORKING FULLTIME","SOMEONE ELSE","GOVERNMENT","MARRIED","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","ONLY SOME","A GREAT DEAL","NOT LIKELY","NOT EASY","VERY SATISFIED"
