year,age,degree,finrela,happy,health,marital,sex,polviews,partyid,wtssall,nhappy
2018,43,bachelor,above average,pretty happy,good,married,female,slghtly conservative,not str democrat,110,2
2018,41,graduate,above average,pretty happy,poor,never married,male,moderate,not str republican,61,2
2018,77,high school,far below average,very happy,excellent,never married,male,conservative,not str democrat,61,1
2018,46,bachelor,average,pretty happy,NA,married,male,moderate,not str democrat,61,2
2018,50,graduate,below average,pretty happy,good,never married,female,moderate,not str republican,14,2
2018,25,bachelor,above average,very happy,excellent,never married,male,moderate,not str republican,61,1
2018,37,bachelor,above average,very happy,NA,married,female,moderate,not str republican,61,1
2018,60,high school,above average,not too happy,poor,married,female,moderate,strong republican,61,3
2018,57,high school,average,not too happy,NA,married,male,slghtly conservative,not str republican,61,3
2018,38,high school,average,not too happy,good,married,female,NA,independent,61,3
2018,25,high school,below average,not too happy,NA,never married,male,moderate,independent,154,3
2018,34,bachelor,below average,pretty happy,fair,never married,male,extremely liberal,strong democrat,110,2
2018,65,high school,below average,pretty happy,NA,married,male,extrmly conservative,strong republican,61,2
2018,34,high school,average,pretty happy,good,never married,female,extremely liberal,independent,14,2
2018,34,high school,below average,not too happy,fair,never married,female,liberal,other party,95,3
2018,40,high school,far below average,not too happy,good,never married,female,conservative,independent,61,3
2018,26,high school,average,pretty happy,NA,never married,female,moderate,not str democrat,61,2
2018,23,high school,below average,pretty happy,good,never married,female,liberal,"ind,near dem",61,2
2018,24,high school,below average,pretty happy,good,never married,female,moderate,"ind,near rep",61,2
2018,28,junior college,average,pretty happy,NA,married,female,conservative,other party,61,2
2018,56,junior college,below average,pretty happy,NA,separated,female,slightly liberal,not str democrat,238,2
2018,84,bachelor,average,pretty happy,good,married,male,conservative,strong republican,61,2
2018,42,bachelor,below average,not too happy,good,divorced,female,extrmly conservative,"ind,near dem",61,3
2018,44,bachelor,above average,pretty happy,NA,never married,male,slightly liberal,"ind,near dem",14,2
2018,51,graduate,above average,pretty happy,NA,divorced,male,slightly liberal,NA,110,2
2018,61,bachelor,average,very happy,excellent,divorced,male,liberal,"ind,near dem",14,1
2018,37,bachelor,above average,pretty happy,excellent,married,female,liberal,not str democrat,199,2
2018,39,bachelor,below average,pretty happy,NA,divorced,male,slghtly conservative,not str republican,14,2
2018,65,graduate,average,pretty happy,NA,separated,male,liberal,"ind,near rep",61,2
2018,39,high school,average,not too happy,fair,widowed,female,liberal,strong democrat,14,3
2018,26,high school,average,very happy,excellent,never married,female,slightly liberal,not str republican,14,1
2018,55,bachelor,average,pretty happy,NA,married,female,conservative,strong republican,61,2
2018,51,graduate,above average,pretty happy,excellent,married,female,extrmly conservative,strong republican,110,2
2018,50,bachelor,above average,pretty happy,NA,never married,female,moderate,not str democrat,14,2
2018,61,junior college,below average,very happy,good,married,male,slghtly conservative,"ind,near rep",61,1
2018,19,high school,above average,very happy,excellent,never married,female,conservative,not str republican,154,1
2018,42,high school,below average,not too happy,NA,never married,female,liberal,strong democrat,14,3
2018,30,high school,average,very happy,fair,married,male,moderate,"ind,near dem",61,1
2018,60,graduate,below average,not too happy,fair,never married,female,moderate,strong democrat,61,3
2018,46,junior college,below average,pretty happy,NA,never married,female,moderate,strong democrat,61,2
2018,35,high school,below average,pretty happy,NA,never married,female,moderate,not str democrat,14,2
2018,75,high school,below average,very happy,good,widowed,female,slightly liberal,strong democrat,14,1
2018,35,lt high school,average,pretty happy,poor,married,female,moderate,"ind,near dem",61,2
2018,34,bachelor,above average,pretty happy,good,married,male,extrmly conservative,not str republican,154,2
2018,58,junior college,above average,very happy,NA,divorced,male,conservative,strong republican,14,1
2018,55,high school,far above average,pretty happy,fair,widowed,male,conservative,strong republican,61,2
2018,86,bachelor,above average,not too happy,good,widowed,male,slightly liberal,"ind,near dem",14,3
2018,54,high school,average,pretty happy,excellent,never married,male,conservative,strong republican,61,2
2018,44,bachelor,above average,pretty happy,NA,divorced,female,conservative,not str republican,14,2
2018,55,high school,above average,very happy,excellent,never married,male,slghtly conservative,"ind,near rep",61,1
2018,58,junior college,below average,pretty happy,good,widowed,female,slightly liberal,not str democrat,199,2
2018,54,high school,below average,pretty happy,good,divorced,male,conservative,strong republican,14,2
2018,31,bachelor,below average,not too happy,fair,separated,female,moderate,"ind,near rep",14,3
2018,51,junior college,far below average,pretty happy,good,never married,male,moderate,"ind,near rep",61,2
2018,39,lt high school,average,very happy,NA,never married,male,moderate,"ind,near dem",61,1
2018,86,high school,below average,pretty happy,fair,widowed,female,moderate,not str democrat,14,2
2018,54,bachelor,average,pretty happy,NA,divorced,male,slghtly conservative,not str republican,14,2
2018,26,high school,far below average,not too happy,fair,never married,male,slightly liberal,independent,110,3
2018,37,graduate,average,very happy,good,married,female,slightly liberal,"ind,near dem",61,1
2018,45,bachelor,far below average,not too happy,fair,divorced,male,slghtly conservative,not str republican,14,3
2018,70,high school,above average,very happy,good,married,female,slightly liberal,not str democrat,61,1
2018,43,graduate,average,pretty happy,excellent,married,male,moderate,"ind,near dem",110,2
2018,23,high school,average,very happy,NA,never married,male,moderate,independent,199,1
2018,42,bachelor,average,pretty happy,good,never married,female,slghtly conservative,strong democrat,14,2
2018,86,junior college,below average,pretty happy,good,widowed,female,slightly liberal,"ind,near dem",14,2
2018,72,high school,average,pretty happy,good,separated,female,extrmly conservative,strong republican,14,2
2018,55,graduate,below average,pretty happy,good,divorced,female,moderate,not str democrat,95,2
2018,69,lt high school,far below average,pretty happy,fair,widowed,male,slghtly conservative,not str democrat,14,2
2018,89,lt high school,NA,very happy,NA,widowed,female,NA,strong democrat,14,1
2018,68,lt high school,far below average,pretty happy,fair,separated,male,slightly liberal,strong democrat,14,2
2018,45,high school,average,very happy,NA,never married,female,extrmly conservative,strong republican,14,1
2018,18,high school,average,pretty happy,good,never married,female,slghtly conservative,not str democrat,61,2
2018,22,high school,average,pretty happy,NA,never married,male,liberal,strong democrat,61,2
2018,66,high school,average,pretty happy,good,married,female,slightly liberal,"ind,near rep",61,2
2018,66,high school,below average,not too happy,poor,divorced,male,extremely liberal,strong democrat,14,3
2018,21,lt high school,average,very happy,good,never married,male,moderate,"ind,near rep",61,1
2018,65,high school,average,pretty happy,NA,married,male,conservative,not str republican,110,2
2018,29,high school,average,pretty happy,good,married,male,moderate,other party,110,2
2018,50,high school,average,very happy,NA,married,female,moderate,"ind,near dem",61,1
2018,65,high school,below average,pretty happy,good,divorced,male,conservative,not str republican,14,2
2018,53,lt high school,below average,not too happy,fair,divorced,male,moderate,independent,14,3
2018,32,high school,below average,very happy,excellent,married,female,conservative,"ind,near rep",61,1
2018,47,high school,above average,very happy,NA,divorced,female,conservative,strong republican,61,1
2018,58,high school,average,very happy,fair,married,male,moderate,not str democrat,110,1
2018,44,high school,average,pretty happy,fair,divorced,female,conservative,not str republican,61,2
2018,50,lt high school,far below average,not too happy,NA,divorced,male,slghtly conservative,"ind,near rep",14,3
2018,51,junior college,average,not too happy,excellent,divorced,male,moderate,"ind,near rep",14,3
2018,53,high school,above average,pretty happy,good,widowed,female,slghtly conservative,not str republican,14,2
2018,44,junior college,below average,not too happy,good,never married,female,conservative,not str democrat,110,3
2018,40,high school,below average,pretty happy,NA,never married,male,liberal,strong republican,154,2
2018,56,lt high school,average,pretty happy,NA,never married,female,slightly liberal,independent,14,2
2018,52,high school,below average,pretty happy,NA,divorced,female,moderate,strong democrat,14,2
2018,65,high school,below average,pretty happy,good,widowed,female,moderate,strong democrat,14,2
2018,37,high school,average,pretty happy,good,married,female,slghtly conservative,"ind,near rep",199,2
2018,50,bachelor,average,very happy,NA,married,male,slghtly conservative,"ind,near rep",110,1
2018,27,high school,average,pretty happy,NA,divorced,female,slghtly conservative,not str republican,61,2
2018,49,bachelor,above average,very happy,excellent,married,female,slightly liberal,strong democrat,61,1
2018,41,lt high school,below average,pretty happy,excellent,never married,male,moderate,"ind,near rep",14,2
2018,72,junior college,below average,not too happy,good,married,male,moderate,strong democrat,61,3
